gender,age,married,n_of_dependents,n_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,ttl_refunds,ttl_extra_data_chg,ttl_l_distance_chg,ttl_revenue,customer_status
Male,80,No,0,0.0,71,No Offer,Yes,Yes,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,0.0,0,433.1,7815.95,0
Female,63,Yes,0,1.0,61,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,3009.13,9019.18,1
Female,50,Yes,0,2.0,71,No Offer,Yes,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1637.26,7683.36,0
Male,56,No,0,0.0,9,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,0.0,0,366.66,545.46,0
Female,63,No,0,0.0,6,No Offer,Yes,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,234.96,549.56,0
Female,58,No,0,0.0,26,No Offer,Yes,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,50,990.34,3314.69,1
Female,29,No,0,0.0,6,Offer E,Yes,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,0.0,0,41.88,364.78,0
Male,54,No,0,0.0,11,No Offer,Yes,No,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,336.27,1225.02,0
Female,46,No,0,0.0,53,Offer B,Yes,No,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,2309.21,7733.46,0
Male,28,Yes,0,1.0,23,No Offer,Yes,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,872.85,3204.15,1
Male,63,No,0,0.0,2,No Offer,Yes,No,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,50.98,140.48,1
Male,37,No,0,0.0,1,No Offer,Yes,No,Yes,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,11.35,59.9,1
Female,74,Yes,0,1.0,68,No Offer,Yes,Yes,Yes,Cable,24.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1450.44,8302.09,1
Male,44,No,0,0.0,8,No Offer,Yes,No,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,80,155.92,976.22,1
Female,43,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,17.37,87.47,1
Female,40,No,0,0.0,3,No Offer,Yes,No,Yes,Fiber Optic,7.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,90.54,405.84,1
Female,55,Yes,0,1.0,5,Offer E,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,85.4,415.55,1
Male,77,No,0,0.0,3,Offer E,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,27.66,261.36,1
Female,41,Yes,0,0.0,55,No Offer,Yes,Yes,Yes,Cable,13.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,44.53,150,1945.9,5513.47,0
Male,43,No,0,0.0,72,No Offer,No,No,Yes,DSL,6.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,0.0,4390.25,0
Male,69,Yes,0,7.0,72,Offer A,Yes,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,0.0,140,379.44,5880.19,0
Female,63,No,0,0.0,41,No Offer,Yes,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,130,427.63,5001.08,1
Male,38,No,0,0.0,60,Offer B,No,Yes,Yes,DSL,25.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,38.46,0,0.0,2386.04,0
Female,43,No,0,0.0,6,No Offer,Yes,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,15.6,593.2,1
Female,46,No,0,0.0,15,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,No,No,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,0.0,0,41.1,361.55,0
Female,33,Yes,0,1.0,58,No Offer,Yes,Yes,Yes,Fiber Optic,28.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,0.0,100,203.58,6188.98,1
Female,70,Yes,0,1.0,31,Offer C,Yes,No,Yes,Fiber Optic,21.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1486.45,4397.75,1
Male,54,Yes,0,1.0,11,Offer D,Yes,No,Yes,Cable,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,142.45,664.35,0
Female,80,No,0,0.0,56,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,970.48,6676.78,0
Female,41,No,3,0.0,25,Offer C,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,0.0,0,321.75,793.45,0
Female,38,No,0,0.0,68,Offer A,No,No,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,0.0,130,0.0,4669.6,0
Female,48,No,0,0.0,40,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,1041.2,1871.45,0
Male,46,No,0,0.0,36,No Offer,Yes,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,887.76,3954.96,1
Male,58,Yes,0,2.0,17,Offer D,Yes,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,171.87,1914.37,0
Male,55,Yes,0,6.0,18,Offer D,Yes,No,Yes,Fiber Optic,19.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,572.22,2040.97,0
Female,52,No,0,0.0,37,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0,434.01,3816.31,0
Female,56,Yes,2,6.0,28,Offer C,Yes,No,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,362.32,2354.52,0
Male,34,No,0,0.0,9,Offer E,No,Yes,Yes,Cable,19.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,0.0,0,0.0,373.0,0
Male,59,Yes,0,1.0,65,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,0.0,0,1524.9,2939.35,0
Female,31,No,0,0.0,1,Offer E,No,Yes,Yes,DSL,8.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,34.7,1
Male,24,Yes,0,3.0,36,Offer C,Yes,No,Yes,Fiber Optic,41.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,16.56,0,1487.88,4837.37,0
Female,56,Yes,0,1.0,72,No Offer,Yes,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,18.88,0,328.32,8275.39,0
Female,31,Yes,0,7.0,17,No Offer,Yes,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,304.47,1765.12,1
Male,31,Yes,0,1.0,58,Offer B,Yes,No,Yes,Cable,21.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,0.0,0,998.76,4562.56,1
Male,72,No,0,0.0,34,No Offer,Yes,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1190.0,4533.15,0
Male,56,No,0,0.0,10,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,44.2,242.9,0
Female,42,No,0,0.0,69,Offer A,Yes,Yes,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,1274.43,7171.83,0
Male,38,No,0,0.0,40,No Offer,No,No,Yes,Cable,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,0.0,2511.55,0
Male,64,No,0,0.0,20,Offer D,Yes,No,Yes,DSL,29.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,252.0,1650.6,0
Female,28,Yes,0,1.0,2,No Offer,Yes,No,Yes,Fiber Optic,41.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,19.58,158.98,1
Female,76,Yes,2,1.0,1,Offer E,Yes,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,15.28,85.73,1
Female,44,Yes,0,7.0,72,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,473.76,8063.56,0
Male,28,Yes,3,0.0,70,No Offer,Yes,Yes,No,DSL,26.22592945662536,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,85.4,1875.55,0
Male,58,Yes,0,4.0,36,Offer C,Yes,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1460.88,4935.08,0
Male,70,Yes,0,0.0,59,No Offer,Yes,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,8.13,0,636.02,6202.64,1
Female,36,Yes,1,4.0,72,Offer A,Yes,Yes,No,Cable,26.22592945662536,No,Yes,No,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,0.0,0,1480.32,3189.42,0
Female,75,Yes,0,0.0,54,Offer B,Yes,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,1808.46,7181.56,1
Male,59,Yes,0,1.0,60,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,2113.2,7856.1,1
Female,64,Yes,0,1.0,31,Offer C,Yes,No,Yes,Fiber Optic,9.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,11.37,0,372.93,3035.71,0
Female,58,No,0,0.0,1,Offer E,Yes,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,26.53,70.93,1
Male,44,Yes,0,1.0,49,Offer B,Yes,No,Yes,Fiber Optic,23.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,696.29,4994.24,0
Male,40,No,0,0.0,8,No Offer,No,Yes,Yes,DSL,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.0,0,0.0,215.2,1
Female,72,No,0,0.0,39,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,391.17,4427.17,0
Female,23,Yes,0,7.0,15,No Offer,Yes,No,No,Cable,26.22592945662536,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,0.0,0,519.45,815.4,0
Female,34,Yes,0,1.0,51,Offer B,Yes,Yes,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,130,2433.72,7511.27,0
Male,74,No,0,0.0,9,No Offer,Yes,No,Yes,DSL,12.0,No,No,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,0.0,0,63.99,511.89,0
Female,54,No,0,0.0,1,Offer E,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,0.0,0,15.51,36.41,1
Male,29,No,0,0.0,25,Offer C,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,89.5,605.8,0
Male,40,No,0,0.0,15,No Offer,Yes,Yes,Yes,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,176.25,925.5,0
Female,37,Yes,0,1.0,28,No Offer,Yes,No,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,512.68,3111.63,1
Female,34,Yes,0,3.0,47,Offer B,Yes,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1793.05,6500.15,0
Female,21,No,0,0.0,67,Offer A,Yes,Yes,Yes,DSL,41.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,1.31,0,583.57,6296.46,0
Female,78,No,0,0.0,18,Offer D,Yes,No,Yes,Fiber Optic,18.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,20,379.62,1694.22,0
Male,47,Yes,0,1.0,62,Offer B,Yes,No,Yes,Cable,15.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,0.0,0,2089.4,5842.6,0
Female,51,No,0,0.0,41,No Offer,Yes,Yes,Yes,DSL,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,252.56,3516.46,0
Female,64,No,0,0.0,44,Offer B,Yes,Yes,Yes,DSL,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,810.48,2949.58,0
Female,59,No,0,0.0,53,No Offer,Yes,No,Yes,Fiber Optic,6.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,1795.64,6838.39,0
Male,44,Yes,0,4.0,48,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,0.0,0,1586.88,2622.88,0
Female,79,Yes,0,2.0,54,Offer B,Yes,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2360.34,8791.39,0
Male,39,No,0,0.0,24,Offer C,Yes,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,616.32,3021.17,0
Male,32,No,0,0.0,33,Offer C,Yes,No,Yes,Fiber Optic,27.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,1150.05,3801.15,0
Male,58,Yes,0,1.0,66,No Offer,Yes,Yes,Yes,DSL,21.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,2828.1,8366.45,0
Female,58,No,0,0.0,13,Offer D,No,No,Yes,Cable,13.0,No,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,0.0,100,0.0,550.4,0
Female,45,Yes,0,0.0,23,No Offer,Yes,No,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,892.63,2792.88,1
Male,26,No,1,0.0,52,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,Yes,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,1202.24,2536.74,0
Male,62,No,0,0.0,29,Offer C,Yes,No,Yes,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,1397.8,4204.9,0
Male,34,Yes,0,1.0,41,No Offer,Yes,Yes,Yes,DSL,29.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,652.31,3653.51,1
Male,47,No,0,0.0,43,Offer B,Yes,Yes,Yes,Fiber Optic,25.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,2112.59,5478.44,1
Female,63,No,1,0.0,26,Offer C,Yes,No,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,64.48,2779.78,0
Female,74,No,0,0.0,45,Offer B,Yes,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1535.4,6270.75,0
Male,43,No,0,0.0,32,No Offer,Yes,No,Yes,DSL,12.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,496.64,2507.59,0
Male,23,No,0,0.0,41,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1689.61,2686.06,0
Male,52,Yes,2,4.0,65,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,2372.5,4087.6,0
Male,37,Yes,1,0.0,55,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,2698.3,7937.2,1
Male,48,Yes,2,2.0,11,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,448.36,674.11,0
Female,58,No,0,0.0,49,Offer B,Yes,No,Yes,DSL,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,367.99,4089.89,0
Male,49,Yes,0,1.0,61,No Offer,Yes,Yes,Yes,Fiber Optic,28.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,924.15,6867.8,0
Male,49,Yes,2,5.0,25,No Offer,Yes,No,No,Cable,26.22592945662536,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,477.25,954.85,0
Female,41,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,8.31,77.81,1
Male,28,No,0,0.0,21,Offer D,Yes,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,599.34,2158.04,0
Female,39,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,33.88,113.58,1
Male,78,Yes,0,1.0,5,No Offer,Yes,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,20,33.3,397.25,1
Female,72,No,0,0.0,27,No Offer,Yes,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,0.0,0,457.38,2925.13,1
Female,41,Yes,0,7.0,70,Offer A,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,819.7,2217.35,0
Female,78,No,0,0.0,5,No Offer,Yes,No,Yes,Fiber Optic,9.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,211.65,561.3,1
Male,54,Yes,1,1.0,46,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,0.0,0,2112.32,3029.77,0
Female,41,No,0,0.0,1,Offer E,Yes,No,Yes,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.0,0,10.19,81.29,1
Female,74,Yes,0,3.0,60,No Offer,Yes,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,0.0,0,1660.8,7689.8,0
Male,57,Yes,0,6.0,37,No Offer,Yes,Yes,Yes,DSL,9.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,16.97,0,166.5,2428.28,0
Male,42,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.0,10,42.87,123.32,1
Female,78,No,0,0.0,24,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,0.0,0,441.36,901.31,0
Female,39,No,0,0.0,18,Offer D,Yes,No,No,Cable,26.22592945662536,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,161.1,551.95,1
Female,56,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.0,0,26.0,96.75,1
Female,78,No,0,0.0,52,No Offer,No,Yes,Yes,DSL,23.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,0.0,2566.3,0
Female,25,Yes,0,1.0,30,Offer C,Yes,Yes,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,144.6,2768.85,1
Male,36,Yes,0,7.0,72,Offer A,No,Yes,Yes,Cable,17.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,0.0,2962.0,0
Male,70,No,0,0.0,15,Offer D,Yes,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,695.7,1842.35,1
Male,36,No,2,0.0,70,Offer A,Yes,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,1866.9,9749.4,0
Male,37,No,2,0.0,66,No Offer,Yes,Yes,Yes,DSL,17.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,2119.92,6498.82,0
Male,68,Yes,0,6.0,55,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,2359.5,6411.9,0
Female,66,Yes,0,2.0,55,Offer B,Yes,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,90,2355.1,7319.8,1
Male,72,Yes,0,2.0,57,No Offer,Yes,Yes,Yes,DSL,10.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,0.0,0,2745.12,6885.22,0
Female,27,Yes,0,3.0,28,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,1185.24,1748.29,0
Male,66,Yes,2,6.0,24,Offer C,Yes,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,97.44,1955.19,0
Male,19,No,2,0.0,12,Offer D,Yes,No,No,Cable,26.22592945662536,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,232.56,468.36,0
Male,69,No,0,0.0,51,No Offer,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,16.73,0,1270.92,5228.89,0
Male,64,No,0,0.0,13,No Offer,Yes,No,Yes,DSL,21.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,49.02,0,532.87,1415.4,0
Female,43,Yes,0,2.0,18,Offer D,Yes,No,Yes,Cable,7.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,0.0,0,809.46,1766.56,0
Female,44,Yes,0,6.0,29,Offer C,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,0.0,0,1448.84,1970.64,0
Female,62,No,0,0.0,70,Offer A,No,Yes,Yes,DSL,11.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,0.0,3058.15,0
Male,45,No,0,0.0,9,No Offer,Yes,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,172.98,1002.08,1
Male,51,No,0,0.0,69,Offer A,Yes,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,2027.22,7383.67,1
Female,38,No,0,0.0,7,No Offer,Yes,No,Yes,DSL,14.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,110.88,549.78,0
Male,34,Yes,1,1.0,5,Offer E,Yes,Yes,No,DSL,26.22592945662536,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,200.25,335.25,1
Female,38,No,0,0.0,9,No Offer,Yes,No,Yes,Fiber Optic,13.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,2.28,0,293.13,944.75,0
Male,70,Yes,0,1.0,27,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1066.23,3576.43,1
